n_actual_halos,mag_h1,mag_h2,mag_h3,mag_h4
1,48.518241957315318,34.076441265834731,26.761306019701042,15.774869736376665,21.897454442795855
1,50.167732227127168,14.773011135845152,12.045145621925291,16.346575767390455,13.947828675996687
1,140.30976963618127,23.821751180795616,16.326716202584908,21.109461532088446,17.917835366833273
1,58.686551082793486,26.111265594798663,19.996346126169218,11.994397693913706,12.739842870266232
1,128.09436631508305,29.577403776377444,29.733707676403817,21.871776581320418,17.339455482726503
1,134.09896702031187,29.032038497582274,15.92645268264266,16.168304704335146,11.83752149223332
1,42.533467612221379,26.461103155401421,27.327939295109463,17.515126408735959,18.702988498237747
1,132.62070777338849,32.948105234924206,24.201717056454456,17.069235510130159,10.97564913276541
1,62.177344394344153,34.592963641823339,21.539468630321394,28.794949210546587,30.101912268024545
1,63.098102833985799,19.011644312928357,22.967220770237486,15.421931889129983,11.747762615565742
1,108.5980364666343,42.344605584594142,14.698785239967563,20.005668411400748,12.799201590291654
1,70.844246192866876,21.325683240632618,13.030557226432618,10.224569320518825,9.8601499053291199
1,134.13708847917852,26.345437234214042,24.946340871606399,10.984367281180312,12.599196487890763
1,47.735754865143747,24.630272203673513,35.473145303607346,14.318506067936395,13.839603897135763
1,145.15229853604677,24.675231397862518,26.561174046956832,15.273480645944108,13.345275217998884
1,83.213249412908482,34.122238567984589,42.685620550172558,35.357015231840045,25.347533871969642
1,32.819971998004455,22.755880135604531,14.530124675767256,16.683975538792133,8.5088084627159777
1,35.346799271484912,27.330898648844094,21.955145003946441,12.294055248782252,13.685236002171759
1,86.329047186385409,30.786929306155059,17.761951218798217,24.507388673470562,20.997744645947908
1,34.59091614961806,32.865596690535547,13.230229635503523,20.687018861538753,20.83446841818116
1,84.302049696231009,25.025743602664686,28.347529757106788,32.174824647607217,33.231761911326913
1,106.83396735335155,32.661461755850745,25.058916751476875,14.082034115153881,12.039385920914905
1,138.39427265971304,30.876802749950137,30.912828464423452,19.512655870628254,24.81752919838798
1,78.282757604943711,46.11507082430812,35.516864441605307,42.549069953439101,27.681055639933078
1,143.48796809534807,30.759624108892414,18.56974544558625,15.577356952389117,16.931505024711807
1,57.219317910415562,29.348582981529987,10.808178131865766,13.532517467706541,13.5681548809004
1,98.212261776299854,35.740110663857081,13.311048256565982,12.472428919582999,15.868933898397877
1,77.060483141902807,24.260385988494885,26.055105038843426,26.108543762219913,14.307556953825426
1,110.28076439681669,36.859985356768782,25.526117534451163,29.529694147030824,19.985724882213809
1,111.56287990753702,23.453691682865099,22.082051301696712,23.558519950764058,16.776097934144662
1,28.027817828095017,96.085529732641803,47.353497003318623,36.486166373693294,44.38572283292833
1,97.664772891614447,19.718250065720795,21.095366862585401,22.52226995952266,16.46275869005397
1,92.911896521216605,26.513293007832591,44.209719402439475,29.516554282248077,28.489888222074576
1,80.024960155657439,26.166427563073064,34.7455274828001,16.309211073879698,12.714364666858035
1,97.348255417249177,30.574672842807932,35.169087330835225,23.195152256915918,17.697844004804523
1,81.010521125496766,18.029436278695744,28.610608400328093,18.561135396039802,18.275130544622083
1,107.33282068570108,37.937745001924185,32.973483605596194,28.206260937528079,17.174570049352258
1,128.63614701119789,25.892009040262703,15.486647687464227,21.840366660547684,19.528236456679426
1,44.603172046505037,36.30874331812818,23.647740514104289,19.818590991797407,27.236097226588221
1,80.559761707173564,53.441622621314814,33.890082462543866,24.022425659809596,17.466305338787773
1,103.25805359781764,32.571051012930901,19.531067321687015,16.404686961410842,12.416922834257502
1,33.514516512421544,30.964595910774356,15.434438323877099,15.195845828560865,23.001570125271602
1,176.27276914629931,31.801727006389434,22.577474230714643,24.685246028136469,21.217411752914444
1,89.351099477349024,19.563157107869369,25.547684730893163,20.415110751954661,13.258914963908161
1,37.31908842496771,55.788745456793471,60.427661029785426,22.365546073071403,22.906389568852362
1,109.37981971312958,31.551235483664996,30.09595916423196,14.228851493125765,18.005438568183944
1,152.88705125216393,32.092068616776437,23.040227885874302,22.896642438459597,20.319813363898973
1,42.994400871451568,38.116558892672906,36.061033962811287,21.183422436283447,28.897493760721726
1,105.57068741883793,22.893183643210293,22.507064411220263,14.101340137252445,15.071851732855251
1,88.488848795168309,22.97220574979378,13.311319479407665,12.1259530549709,10.447780634117292
1,188.34327105146446,40.975077996565226,38.716662375186672,18.779312304894368,21.875330752726544
1,66.755948467443346,21.232219016253012,16.192588428263633,11.161926102288442,17.402964188169452
1,74.223038989812679,21.162021135809539,12.485109444854398,18.645420650102611,17.472671659794596
1,70.789466292819242,26.439074607652586,29.905882111653494,19.51507591040972,10.443139306593871
1,87.993235036257062,38.745361004539099,27.523530382009714,20.638457882325728,23.150107968662571
1,73.189330471519369,28.554803344355239,28.699388099734723,22.619463931556957,14.888770144270868
1,74.156604571315782,49.864854496710478,16.53925130652955,9.7652879648724156,13.210086888219235
1,83.407768565204492,18.335808706969186,12.437182321622103,12.102529354615905,12.078979855570781
1,88.018158037832166,28.894705458154299,32.166818849390573,38.184783576098127,41.225526640265706
1,67.289545133578144,22.304912243719414,15.457827014643826,20.409942281891649,14.033709151910594
1,127.93466287398705,30.665114005131965,22.646737435707546,16.01898604923506,19.056591992918399
1,95.51207509140616,31.177630371781294,26.560102672916024,23.751958779273405,14.013907024537746
1,99.542785220499297,17.081272852520019,20.890375793574858,23.877010408073765,17.649717400918153
1,143.27233486595583,28.654348730822285,26.092428798719656,23.220909579109676,18.787587811391749
1,63.392717381415231,26.905363040568538,28.77163130286608,22.548762704983016,25.116640022846841
1,62.672739347121606,22.739320475578641,11.543809235352903,17.479530941880302,16.554031800401035
1,78.443882223990641,20.655809782233,19.968753593076002,12.389595410374447,14.110463287470333
1,105.96224752208597,21.971481913670832,30.599119700721456,14.53081163834759,13.434981278124079
1,30.703344520986391,23.96471854427385,21.010992314173617,17.478413988912312,17.810043137556484
1,115.39380100658269,23.660354571695397,18.363124587983723,21.509383819240504,19.394546522122486
1,131.26111799404276,42.266985199563088,27.354682345001692,19.414321561881035,14.499291497364284
1,68.503535350221441,37.759495485442443,31.466835643492182,20.252077534037749,16.277424750497108
1,127.81192103092769,31.002731737989038,25.673200383854166,18.510946093376095,17.926266710815543
1,99.412411432318578,39.900742734732219,21.728294228380495,17.329599318342972,16.168236153617894
1,37.794493553812053,48.396995837434829,27.396275679285996,26.863149598467409,31.713256677771209
1,133.54217353106151,33.201855622929671,23.529648925701235,27.113509930634667,19.68211037669457
1,171.90892226788333,66.407742660102485,19.905390022935798,18.286202422821006,24.210409547537402
1,58.998588050373741,13.389582308040383,16.445057900689903,18.220807288928157,11.701149754372368
1,46.784674004622502,32.866801269870599,34.033995218885295,18.19764600449512,20.381926049407497
1,101.56967305648912,50.754320360404265,24.425677566658884,20.056706198227133,26.639375411892786
1,83.085422569695311,18.548210425215302,25.305259369644791,17.775224048175119,24.265233680417658
1,45.20971162198208,26.515552270078754,23.056686834678416,25.121377048190521,27.795797675006433
1,95.297871291869612,28.342326760561726,23.129110979346446,20.994523012235412,16.562468649189196
1,124.61940933081011,44.485624517714285,32.447936893632047,23.85018170363935,17.216362637452569
1,152.41819113844269,52.030317477914927,22.383257639172484,24.123790770814139,26.463537812397782
1,89.428349489420313,25.618830633291022,22.282973309270456,17.30252413214593,20.240512372822479
1,55.352955025290257,15.727858437799176,24.181025309942068,16.249285436952661,11.967071512681441
1,95.764458535698651,27.464199746478052,24.986427263586975,18.375811059807649,13.955073183542231
1,60.31346950071395,22.648994591355304,25.521889606994062,15.326912800539441,19.266280988314019
1,117.7266458064225,39.470650110319738,16.892447105841224,21.416769729300412,13.90108279658187
1,117.46548917549005,21.234603237851314,26.196981164616048,18.135535316967797,18.579099161676641
1,106.8598447992604,22.041140857245686,12.210681020563463,19.025833129551458,14.970668346487329
1,69.484865751492663,20.350246161297786,24.088103747348292,15.736993740172389,11.836449004718455
1,120.66499562297786,39.913847863150664,37.058797677444012,27.129603162734377,31.074638634418921
1,51.02555281461018,23.279807273463391,22.748170787408018,26.294305073619494,12.329203086228967
1,146.34085848491949,19.032911794736552,15.439158717792733,14.372317902795329,20.521312317865199
1,79.517104789531885,19.797364771238655,13.298686925373575,13.987920808954748,9.9296998330961106
1,111.86634286379277,31.302882318321661,18.080949498481438,19.020959756474269,17.332667423745804
1,104.79145450376238,21.332134321738732,24.346279230762736,18.357924282778935,14.96973511714069
1,123.11342037045208,27.871056077184754,25.481770702433082,15.656134794642741,19.042652105758734
2,57.593913803058058,30.707971442751489,21.521138589918188,22.441521212284819,16.077184746137522
2,109.37516723366659,50.063173168447683,42.86252101990317,29.339008774315786,31.542178887019343
2,138.74399109111945,22.994885146587436,25.156754699350731,16.674641126691768,14.164755120164001
2,130.15467478870502,38.845121091885375,29.722343237563738,13.97515899921695,22.316200997228822
2,25.284500372769774,22.313355520263354,16.297869987593096,14.329659955676432,17.289430131777149
2,42.145846730926202,20.688239554332949,20.189256443923213,16.174987563242329,19.767772251668106
2,115.81690514773477,45.224565716640143,36.768875074265054,26.134665417811412,24.260675536340386
2,114.93645900746523,31.779940829342959,29.115958759819783,16.487414570139521,15.694021339383859
2,154.00890723314581,33.793677604338754,22.553451329699023,20.659146857375116,12.042044994074583
2,121.93990017113587,33.119005604798318,18.949974989668256,15.070771164996446,19.858188244849519
2,93.889791393429476,37.475196261551694,25.301242782426066,28.332345684728615,21.576376112452451
2,88.477266863940329,21.265762049398518,32.155130046618474,22.718257332243013,22.08909861144943
2,80.300966278551982,38.947191212553243,16.761493854966091,23.142171961699834,13.833540954578632
2,93.129084324162832,30.026623011624352,42.334342212376477,22.164401313378022,32.69477803241822
2,108.06592557896421,16.870819418896119,17.182566798429658,16.530704836426889,17.504467701767016
2,160.27029750307409,27.631222855283578,22.601172297563988,14.35180735592434,13.139225067900085
2,127.93220672782714,16.582440611843388,27.180505227694638,18.584441528022609,18.755949337451
2,88.089251461408878,36.546341371985115,44.967941587680833,18.221307824377888,22.161990208628733
2,123.33184731644756,35.822800411480785,18.600708860067954,12.68947879172209,16.252767810518339
2,54.832605374784016,39.02556071405651,25.71667144821539,22.55211255563934,18.968179921360118
2,162.01700113430286,31.202230134029971,21.334286715113244,17.3419839962657,16.215327988224679
2,68.174362749621494,26.428410495108455,37.077813570750216,22.934735371365495,24.068199982967389
2,129.84134474371453,19.170767267055183,20.55574077399082,24.731950930274369,10.239508344754361
2,133.80157880943563,28.012294221111194,24.102534529574022,15.390209918537636,18.231321617952553
2,49.865863898336904,33.023374698063996,15.836083397113844,17.354016853813484,16.251254235465655
2,47.772718912169317,35.670940322061227,19.176927102673769,22.238760195497726,19.497107835219932
2,123.90457880714987,39.330725547987235,16.296356079673501,19.676808189332306,13.502189757151882
2,57.731965314090104,28.705281210600969,35.981678262602578,17.724755533522014,14.071270456678835
2,109.43647101386298,38.435879737239347,14.098126480349871,26.186489639299168,25.048754194239404
2,143.87172082836236,17.694500664161595,15.330819082997042,22.207070208076669,14.367771565822808
2,135.17489040660638,22.591234070096426,14.867361470750341,14.162595156092365,12.843980496348738
2,151.65291244251875,35.162734178499846,31.227188014390791,23.78332377729345,25.054032685167851
2,107.89249342748479,32.744520483321949,17.249686846193327,26.081776125852059,11.263485658879988
2,101.96135447763447,22.266413400604186,18.052570479037623,12.89606148579804,14.528777151549457
2,77.194932301857449,54.881935645510957,23.428538948748557,10.518255772890592,19.473336420018082
2,79.695977657601205,26.953608666890855,17.751204753551484,14.286946726263851,12.25339898835851
2,60.363741298494162,38.956088051327534,23.708949591708784,20.966737764747769,24.012240235259664
2,74.631569777902797,29.922743196832883,21.069253875154281,21.938147524806684,24.902631978188982
2,138.6721335667803,29.027116983630894,30.043164695465443,17.975377476152332,10.712347024170016
2,128.45823186013308,32.983256387608733,22.180600122650699,20.489587681176396,13.882915191445361
2,82.194487458389077,40.213162108188001,23.526831267711614,19.847452694272661,25.893349069783092
2,85.892653769709966,74.12010599899871,37.80086330878094,26.993005089110891,23.617455264116668
2,67.569464819290246,19.579792633844193,25.66785765048871,15.107324951456913,13.375593761355338
2,32.54163890219283,30.16745112369416,21.893946891367928,15.240730460874108,20.388436406046008
2,143.82639635604232,32.383821378004249,27.414702300227987,18.294110799374284,16.752169381198314
2,78.006117236160989,38.777393266925628,25.776872425335032,16.717016179647633,16.221988850926635
2,121.98629132100687,58.680334377253899,39.864757363305081,38.272441529397163,29.954427027316076
2,78.150770720465687,25.354069312590362,27.12045438057714,19.96448783690882,20.730320138441673
2,104.91320407746412,18.685326749480012,20.699819841333056,23.047894074234268,13.785180761285075
2,53.906228550872584,23.265525137326403,24.158361028105478,22.585028315775077,11.927040506689956
2,55.064084679689714,17.213297441177108,16.857422866357538,17.454215498410662,25.301811950798438
2,169.37639910146908,36.856284489796955,28.146995381044171,13.480072930242981,19.2265637334514
2,186.85354611733206,29.87512143718774,17.692892351650439,23.435128673577495,14.120642928666626
2,107.56085044843313,25.042405427439689,36.016163319179,12.450694833908944,9.4036144213996309
2,41.436922162020231,21.6545912971986,27.201953425500918,20.183110315085745,17.467792862287716
2,98.327838331629692,35.079059114611134,31.39991381975965,32.283065320030218,20.836554356576826
2,130.94500794085559,38.82076340088291,25.475393834351777,28.40834301235035,15.023878668446013
2,69.783697937533688,38.581544669283367,19.632496849015155,19.795204041225926,16.470607088283625
2,170.41560105836774,35.132283042529771,35.852960517498211,30.669184442194808,13.313322285473758
2,124.4199402034812,52.30537544056596,29.549073844075981,22.7256755579882,19.041839034960837
2,61.895739873348958,23.413403821555143,26.4140288721321,21.506813939649966,12.225270951366834
2,86.859775777682486,21.33627990466967,26.366513778705244,19.608816673514017,19.172365479807222
2,106.21007458907479,47.149586793383698,30.076046348870175,26.666619856802601,27.309965023286356
2,107.88173194149768,24.267003004024726,17.923570222076474,12.265361075792399,17.063589630862356
2,71.335921022482225,32.18188528755725,28.926353736593356,15.428813907451037,19.077194031661513
2,145.68796786144364,36.140260777956314,24.434236170236318,32.167964532946577,20.178312906681985
2,98.670916660800799,26.223851853529261,42.487950141727119,15.651459514247367,12.223629172905465
2,114.64043715300531,47.862444234323718,42.688056475928164,30.938370002996791,35.82352226913104
2,46.552730447026015,17.481646031412399,19.238998015838163,12.45426669580208,11.11483225759544
2,35.415472078742795,15.625003795547142,19.513685579887571,17.087848739878915,14.755970870483587
2,142.05563312998544,40.919693552721156,23.804014917126377,16.93061775306322,24.231439297555898
2,56.979911064268023,25.473682733273268,23.139356997435698,17.984280428985414,15.639346168244279
2,122.14013318356578,24.09788125636533,28.658440758191418,19.648027171365783,17.23876722194419
2,124.67104375198849,35.104521595823734,15.642708319143997,18.556903362421703,13.428725010738603
2,126.11912968612478,84.640221938635719,17.721626822562921,11.582091686303805,10.473832399408517
2,109.36850904164996,29.05320685327769,31.641301993716144,35.380456094014484,19.214644776918728
2,65.254176343356889,39.602616157719694,21.807130686252808,29.346874419032407,10.892453553787083
2,75.357900050608578,40.415151764025126,36.617130480872262,22.289637585687814,18.383592871932063
2,164.21914526515255,24.024940118303967,26.741619480606506,16.368700288596397,20.966678808033215
2,103.29984835975506,18.893877057457193,18.505154650323451,15.377689441398722,17.29829087887304
2,146.89060782027477,17.51207900448393,21.696398323883784,14.235022380061919,11.239584466780626
2,66.838719448796283,36.323436214711322,20.554700817192565,16.369616859823243,16.049247043548359
2,125.97838347922097,45.637162883311348,26.284040007690944,31.079045576193497,13.860237263116851
2,131.76608639717841,19.907953753165813,22.356703674176632,20.93866338198092,38.792259234675853
2,77.794742930833692,25.81714451839925,38.477884364347503,23.572111036278613,25.166570960111557
2,121.15492042460842,15.297432427612904,15.249944719754394,19.618934546439171,17.164664716003578
2,111.60497050482294,32.229991994867511,28.751392485740077,21.570161017498918,13.555886287507304
2,148.85423287376426,37.985278144536416,24.204185859782097,19.131819215144262,15.701101548611149
2,119.25814846678071,20.230590540861133,16.12559591973649,13.224634580492827,10.799119870243997
2,91.458230540567598,34.441502458732231,17.103355908687274,12.423352360256136,10.657710292034892
2,99.010262978591243,71.851431347002517,22.149534957117787,27.178829846522259,30.730912375745945
2,56.420148277674038,22.190661667678739,16.822536266753083,21.123197782127217,9.5526809298606441
2,81.871963961210255,31.551602177137113,35.479839080956019,17.496613634087154,14.700269475015588
2,26.98628650874366,33.847802974550397,23.149465458831102,17.807451961000382,16.83188373638886
2,72.909392812704226,29.064165221133297,36.361780855306471,29.600683651174382,13.62543776938101
2,74.256907969549701,44.82707070418477,40.466409451447817,34.13371833277639,28.816179195892246
2,99.060170455772081,39.030208070832025,37.066034019460751,30.826648267722611,17.179920847925271
2,110.83107244388309,27.011150291163609,23.94038822335472,20.640629963177481,16.01729735281463
2,52.99349926141371,43.30126218370399,24.257664689216355,14.959843082629853,11.330016849193477
2,146.50886666292251,33.193774016522617,26.803002764729733,25.145342555370235,21.136071116834348
3,137.62922584671836,31.36885902869918,29.201491324444618,20.939947296726608,9.8322055457183559
3,113.01912925148781,19.33501968198847,15.236377349841346,22.702384062722793,16.966494441995724
3,27.147449185627327,27.657425360171729,16.638658709464746,18.636184682927631,19.023016440017734
3,92.266231117774637,28.863621454592632,26.832545503328973,21.215196676794381,13.383494262549124
3,83.798792575710209,16.750073418674063,25.335046481073828,15.78539236178327,14.197991323875968
3,131.56302838887532,40.184429700085822,22.65946133551655,24.310859941218467,24.985948490372358
3,92.235519410033575,38.3909188579904,30.691781018982102,16.116347669076195,19.333430941873821
3,112.93781279199142,28.404888093323084,32.171739111334318,14.601339048608601,16.404304349813671
3,101.59704268193946,29.941978245878357,25.205637075537343,24.552526711803544,21.117144180878185
3,100.52369240410287,21.056596456031144,22.807294846013217,17.991727488026928,10.2615068584594
3,76.718542967557312,36.081279032960403,38.889050768238945,18.182775370972749,25.832832247401409
3,88.133236536825862,27.571636164766851,24.838623618980698,21.696507250611937,20.666111628271924
3,108.95520014902289,46.222103094204378,35.974174942114793,22.285522638778854,14.898033673636842
3,109.38489949923064,31.699352279273494,16.14364526791891,22.159604971111531,25.536776518931305
3,68.453516052155024,31.873710944028467,29.469655959195521,13.085673312283641,17.400287586291899
3,97.712140122859026,35.858709888610512,29.009141274315088,17.808430733484041,19.641452368765162
3,69.448042229526919,36.789229877636735,24.238397994978282,26.35162940953694,15.961194990218708
3,97.749575655001777,42.731210888876923,24.811641657289545,16.730182566013056,15.125586353956129
3,95.958475435219611,20.050952889548597,14.963630733336903,16.977015037013626,13.703910025778443
3,52.572941199061688,19.281693535715021,25.745487245012434,22.436959094669014,18.953548830942083
3,156.05539909637736,52.940805303356889,30.835805850559993,27.005034751251458,15.761343952370767
3,35.537723426114162,25.081354448961491,20.806230019202342,25.093036471864291,18.832333731470843
3,109.90018762736946,24.09884508286763,24.306077623016652,18.237246185737177,15.941035226393206
3,94.191923021955205,29.448666788548103,21.001317189716747,15.491662248003877,15.178810602560805
3,111.91877037010356,19.045479470137039,27.021752923692212,20.938533311125173,28.884007085620524
3,106.8650536457575,37.570660921819098,29.695374511593073,21.604179961394316,17.215116083297108
3,39.752200802001063,19.500550108533798,14.158382409908606,13.863745592201187,14.174404500523702
3,126.65728517726407,43.195792819241682,49.049712149387354,19.815816131740473,14.494287720904985
3,58.787689303024706,35.986074230195271,19.049389949186704,13.315656571604295,15.28279873255399
3,60.356224566402382,30.212555861861251,40.128837692889554,22.003744827672634,18.154684769664239
3,70.326835576875865,45.361809643780049,11.977569017168829,10.761815063706335,14.324966670249696
3,119.90516343188267,17.907392336024323,22.629937629311357,21.287220889401354,20.01829773970719
3,146.0729258914194,29.073975761981519,23.401296231463323,10.567036885258624,12.40676212365239
3,125.79366703785207,24.348217158489696,18.717411476335773,12.286336150089648,19.759822104377204
3,48.296506989167405,44.640656967451321,36.127729179779969,34.903585034261745,22.880918810307183
3,87.111726270266104,29.201239176660472,36.843584475370079,21.918821213553244,17.787563730144477
3,104.99028840996201,40.679952134241148,22.400405827079343,18.054991166245905,18.305357408947973
3,182.71018150694181,26.021083207666514,26.931192927855676,35.152538209348137,10.887292327926314
3,104.57538556744728,21.521911811497443,35.888391236249184,15.496216158342554,12.403765880371953
3,71.669641426298739,28.25725884933161,26.08224515815462,19.141952924567644,13.111523543424724
3,166.46241333547178,24.077076155358061,22.150179798820435,13.614051957430561,10.733613954846073
3,124.63276942799858,56.050484437556392,62.140860896249158,46.588237352875694,31.302836517224691
3,37.00841849888959,29.222372690129966,28.519302358605074,11.900413013566489,23.766092382114433
3,121.76619816297043,53.861558938419577,19.675760870258433,19.105927159244679,15.597405191482292
3,60.93463812906478,26.690558493938472,10.811383964204788,7.7532217287118623,4.2373907021975805
3,180.72204523354827,25.505890853394352,24.697653181758682,22.381776833764985,18.270265837587811
3,39.303556014527423,20.267053497497255,17.717477061475016,19.098598673288944,20.189374497464829
3,73.740268100201845,30.022912043911287,28.109486432317379,31.735836705986436,14.51345980746728
3,120.63818232570492,32.241207998975504,28.71176707481732,10.845346022751198,14.401378035280107
3,100.90693593970782,29.493937662604818,35.247627499837598,20.837594108111428,24.855349126208953
3,94.548611557169991,44.813502526507811,31.187944822167275,22.881824882933216,16.647252976204399
3,81.759702566443949,17.538535609252392,23.862109518480981,18.307111687470062,13.970676194940966
3,84.536027654146807,32.342081569505197,31.637759485169219,39.180970970689948,24.931366229648908
3,169.31123986886473,35.766239876620524,23.887988735211852,38.285442129743245,15.473275286147617
3,113.17542174900495,34.582927293738877,28.360660632820686,18.395771775557311,18.456141109808154
3,113.70278125719804,34.069273326877443,33.453676109060474,20.395846508462565,17.535110498810713
3,58.449163464266839,28.67831207261429,24.265628283364972,15.945108220235268,17.31406311857009
3,169.98828591781634,36.962000078545493,23.216553808612364,15.987640560050952,17.081699241679779
3,132.68006072065984,28.296958325034929,20.635922853239716,24.53355868200569,17.858254627303328
3,102.21179564900253,45.446957148214302,36.013209042859174,19.677514892794385,20.010864377081994
3,163.33024826617182,36.031781890106764,21.212283260891706,16.220525530285553,12.399235820861168
3,91.025756455948169,34.070046881468116,33.490929708265604,29.64661958590273,22.260511910495332
3,119.83074392608475,47.304788133711845,20.518586136022101,21.645035533327235,16.716584898890527
3,98.311529945622709,26.494812973445217,21.859140636386851,24.427633159970203,19.351952476320097
3,122.44641028273396,47.336956110631057,20.763612723152967,20.437378879347325,13.567061088793444
3,74.860778831442786,30.864358810606959,14.031108803485944,15.09787445364252,13.338994913053156
3,158.68441503508345,22.771068795896017,16.342719854020672,20.620152181311507,26.014077265726169
3,113.35585840837959,42.527933848840028,20.675327849053829,17.841890184223463,11.810528459878963
3,90.832481203546493,36.325237022606728,23.766240638889727,18.580835603966097,12.90232618481828
3,55.537781519354851,35.267862818888176,26.273100029672669,26.563195828196502,22.876766783734702
3,87.121782189778187,36.621038707142155,30.628722813566043,37.197294178187477,21.681981061371509
3,84.71309631333618,34.879541140186433,26.356590505128093,27.673592017814965,23.897038265483623
3,38.338857512662337,27.152105380831149,26.378313282980539,22.656593403356947,12.498550100154075
3,149.92389598650485,23.4541340641942,16.050730072313314,12.790994150017205,15.861938655095948
3,30.082543519000115,38.054222257836109,21.515471502193144,14.035763597350741,11.302807450375585
3,134.36714460499044,64.429567895954094,35.193299140911762,33.974454662005542,22.63013812091663
3,41.739562258881278,37.748162875893165,46.792331137284386,22.957589888194153,28.623861295477177
3,60.648545380925285,22.402867697949102,23.041103076212046,14.629148517765389,12.472240110157024
3,88.555941544610036,21.908450250052837,23.769671438169709,14.350226258934331,16.101826209682599
3,48.474646545386705,21.598493248000395,29.403810719675118,17.619876637267915,16.171210000864839
3,63.454386189618212,36.174283794946739,25.940793807241221,17.797006297737251,22.056665607814288
3,132.44450706644068,29.910935228702296,30.062233458163245,15.54400148740701,18.497753523063864
3,31.718740152313419,35.222237243583898,36.287911144801619,20.998699541640864,14.001590958674493
3,39.615624487697374,36.668473927708469,30.231850848540933,30.5881445168665,15.831700056263356
3,109.86451869622614,54.136651295312703,20.621881920880728,24.543641641527191,18.39711837988926
3,120.00679914797931,25.066710027393764,15.609395390571878,16.471092291077763,10.777924694485021
3,59.354973226255886,32.021130209243907,18.403605711286531,17.470110047281921,23.865620979452569
3,106.07444496318099,50.499133860262411,22.08161975711646,24.664157358043386,29.877188745663073
3,150.45290022642357,29.734553462441696,27.838727516533314,31.929745733620887,20.4580011572933
3,46.82796245076382,24.50264559943734,13.956005611518682,12.583473337774921,13.123894288596331
3,75.1093731436696,16.82727837333643,20.617262306639493,21.918175962514599,10.576906795991109
3,150.36896726798838,50.794265772904467,34.083234204078586,23.213143522820989,36.538680187468799
3,74.792202843351205,29.180942931811238,35.057479004250375,21.587972596624098,13.176273113684495
3,53.657287552376353,22.050285313260016,24.283256268087982,13.275702993016589,21.4441456836566
3,101.66264504034096,25.114068853875654,12.116040125653143,16.879899718253245,12.893146947065416
3,120.58008953755399,32.180214963433379,26.556968496661177,23.395439874688176,21.51345980645511
3,82.340812689277669,38.623429104875299,26.619682416345295,14.973330575816785,21.274905318634008
3,136.5243672432712,36.786135590217683,11.515683805026875,12.681907026895889,8.1864419345131623
3,39.736474888408331,33.187126583253061,26.874847014709093,19.397817145769633,15.651883177543956
3,64.161295098677073,21.077188055058269,19.523630497061138,16.685379284725411,11.861598830272365
